date,daily_avg_temp
2025-01-01,0.46
2025-01-02,2.04
2025-01-03,1.61
2025-01-04,2.31
2025-01-05,3.72
2025-01-06,4.59
2025-01-07,6.12
2025-01-08,2.02
2025-01-09,-0.48
2025-01-10,0.94
2025-01-11,0.85
2025-01-12,-0.29
2025-01-13,-1.51
2025-01-14,-1.14
2025-01-15,-0.91
2025-01-16,-0.21
2025-01-17,1.0
2025-01-18,2.15
2025-01-19,2.85
2025-01-20,0.82
2025-01-21,1.98
2025-01-22,4.26
2025-01-23,5.0
2025-01-24,3.72
2025-01-25,4.85
2025-01-26,7.91
2025-01-27,6.46
2025-01-28,7.32
2025-01-29,6.76
2025-01-30,6.71
2025-01-31,3.95
2025-02-01,3.26
2025-02-02,2.62
2025-02-03,-0.21
2025-02-04,-1.78
2025-02-05,-7.62
2025-02-06,-3.39
2025-02-07,0.68
2025-02-08,0.14
2025-02-09,2.22
2025-02-10,5.16
2025-02-11,9.7
2025-02-12,7.35
2025-02-13,6.51
2025-02-14,9.62
2025-02-15,8.24
2025-02-16,-2.22
2025-02-17,-5.16
2025-02-18,-1.26
2025-02-19,3.35
2025-02-20,5.95
2025-02-21,8.1
2025-02-22,3.76
2025-02-23,4.56
2025-02-24,8.94
2025-02-25,6.62
2025-02-26,6.82
2025-02-27,7.56
2025-02-28,5.04
2025-02-29,8.19
2025-03-01,5.51
2025-03-02,4.59
2025-03-03,6.39
2025-03-04,1.55
2025-03-05,2.65
2025-03-06,5.54
2025-03-07,7.68
2025-03-08,10.49
2025-03-09,11.96
2025-03-10,5.3
2025-03-11,5.05
2025-03-12,8.55
2025-03-13,3.4
2025-03-14,6.26
2025-03-15,4.16
2025-03-16,5.55
2025-03-17,7.42
2025-03-18,13.09
2025-03-19,7.82
2025-03-20,10.78
2025-03-21,12.42
2025-03-22,11.25
2025-03-23,11.6
2025-03-24,12.6
2025-03-25,14.0
2025-03-26,15.75
2025-03-27,10.84
2025-03-28,7.89
2025-03-29,10.16
2025-03-30,10.82
2025-03-31,13.59
2025-04-01,10.79
2025-04-02,10.3
2025-04-03,10.91
2025-04-04,8.69
2025-04-05,8.36
2025-04-06,10.65
2025-04-07,11.16
2025-04-08,10.4
2025-04-09,10.25
2025-04-10,10.86
2025-04-11,9.89
2025-04-12,10.79
2025-04-13,13.64
2025-04-14,13.59
2025-04-15,14.54
2025-04-16,17.5
2025-04-17,12.08
2025-04-18,14.98
2025-04-19,12.05
2025-04-20,10.52
2025-04-21,7.9
2025-04-22,7.24
2025-04-23,9.6
2025-04-24,12.44
2025-04-25,13.44
2025-04-26,13.59
2025-04-27,13.84
2025-04-28,14.8
2025-04-29,16.18
2025-04-30,19.3
2025-05-01,20.66
2025-05-02,20.74
2025-05-03,22.42
2025-05-04,18.59
2025-05-05,16.14
2025-05-06,21.75
2025-05-07,22.0
2025-05-08,18.98
2025-05-09,14.48
2025-05-10,14.8
2025-05-11,16.39
2025-05-12,15.15
2025-05-13,18.16
2025-05-14,21.87
2025-05-15,15.64
2025-05-16,17.16
2025-05-17,20.16
2025-05-18,16.95
2025-05-19,13.7
2025-05-20,16.65
2025-05-21,19.39
2025-05-22,20.37
2025-05-23,20.7
2025-05-24,16.69
2025-05-25,16.93
2025-05-26,16.81
2025-05-27,19.05
2025-05-28,19.81
2025-05-29,22.62
2025-05-30,23.86
2025-05-31,21.52
2025-06-01,19.91
2025-06-02,19.92
2025-06-03,22.82
2025-06-04,21.56
2025-06-05,24.05
2025-06-06,24.46
2025-06-07,23.46
2025-06-08,26.13
2025-06-09,28.14
2025-06-10,25.83
2025-06-11,26.82
2025-06-12,24.98
2025-06-13,27.36
2025-06-14,23.26
2025-06-15,23.47
2025-06-16,25.16
2025-06-17,24.39
2025-06-18,24.31
2025-06-19,24.98
2025-06-20,25.06
2025-06-21,27.41
2025-06-22,29.53
2025-06-23,28.28
2025-06-24,21.14
2025-06-25,21.01
2025-06-26,22.86
2025-06-27,25.18
2025-06-28,25.56
2025-06-29,23.13
2025-06-30,20.31
2025-07-01,22.57
2025-07-02,25.42
2025-07-03,25.44
2025-07-04,24.11
2025-07-05,25.1
2025-07-06,26.41
2025-07-07,24.76
2025-07-08,25.51
2025-07-09,29.11
2025-07-10,24.76
2025-07-11,26.94
2025-07-12,22.63
2025-07-13,18.55
2025-07-14,21.99
2025-07-15,24.74
2025-07-16,25.98
2025-07-17,26.95
2025-07-18,26.14
2025-07-19,25.66
2025-07-20,23.48
2025-07-21,26.34
2025-07-22,23.18
2025-07-23,21.46
2025-07-24,24.35
2025-07-25,25.53
2025-07-26,25.89
2025-07-27,24.98
2025-07-28,24.77
2025-07-29,24.5
2025-07-30,25.66
2025-07-31,27.33
2025-08-01,25.54
2025-08-02,25.56
2025-08-03,25.64
2025-08-04,27.68
2025-08-05,26.86
2025-08-06,24.6
2025-08-07,25.74
2025-08-08,25.36
2025-08-09,25.71
2025-08-10,25.86
2025-08-11,25.77
2025-08-12,28.94
2025-08-13,28.85
2025-08-14,27.39
2025-08-15,26.56
2025-08-16,28.51
2025-08-17,28.77
2025-08-18,28.32
2025-08-19,28.29
2025-08-20,28.82
2025-08-21,27.42
2025-08-22,24.09
2025-08-23,27.34
2025-08-24,29.69
2025-08-25,31.1
2025-08-26,31.13
2025-08-27,27.8
2025-08-28,28.43
2025-08-29,26.69
2025-08-30,27.63
2025-08-31,27.89
2025-09-01,27.59
2025-09-02,23.15
2025-09-03,23.59
2025-09-04,24.55
2025-09-05,24.84
2025-09-06,21.68
2025-09-07,20.71
2025-09-08,24.32
2025-09-09,21.53
2025-09-10,23.96
2025-09-11,22.34
2025-09-12,20.66
2025-09-13,22.75
2025-09-14,22.77
2025-09-15,24.24
2025-09-16,22.34
2025-09-17,22.22
2025-09-18,22.37
2025-09-19,21.9
2025-09-20,20.64
2025-09-21,20.99
2025-09-22,21.26
2025-09-23,20.66
2025-09-24,21.36
2025-09-25,20.9
2025-09-26,20.65
2025-09-27,21.54
2025-09-28,21.34
2025-09-29,20.98
2025-09-30,20.4
2025-10-01,19.77
2025-10-02,20.11
2025-10-03,20.32
2025-10-04,15.69
2025-10-05,14.74
2025-10-06,15.86
2025-10-07,17.88
2025-10-08,18.44
2025-10-09,18.39
2025-10-10,17.98
2025-10-11,17.81
2025-10-12,16.1
2025-10-13,15.36
2025-10-14,12.75
2025-10-15,13.52
2025-10-16,13.42
2025-10-17,14.02
2025-10-18,15.01
2025-10-19,15.91
2025-10-20,16.66
2025-10-21,15.7
2025-10-22,12.46
2025-10-23,9.36
2025-10-24,10.29
2025-10-25,13.14
2025-10-26,14.16
2025-10-27,15.56
2025-10-28,12.61
2025-10-29,11.7
2025-10-30,13.48
2025-10-31,15.31
2025-11-01,11.99
2025-11-02,10.9
2025-11-03,5.4
2025-11-04,7.21
2025-11-05,12.21
2025-11-06,14.81
2025-11-07,14.1
2025-11-08,7.44
2025-11-09,7.22
2025-11-10,8.98
2025-11-11,10.19
2025-11-12,12.12
2025-11-13,12.0
2025-11-14,12.91
2025-11-15,11.6
2025-11-16,14.5
2025-11-17,17.15
2025-11-18,18.81
2025-11-19,9.64
2025-11-20,2.52
2025-11-21,8.79
2025-11-22,4.26
2025-11-23,3.09
2025-11-24,4.08
2025-11-25,6.54
2025-11-26,6.91
2025-11-27,3.45
2025-11-28,0.41
2025-11-29,0.51
2025-11-30,0.92
2025-12-01,3.29
2025-12-02,2.79
2025-12-03,0.89
2025-12-04,1.75
2025-12-05,4.34
2025-12-06,6.14
2025-12-07,2.28
2025-12-08,0.74
2025-12-09,4.65
2025-12-10,6.19
2025-12-11,5.65
2025-12-12,3.69
2025-12-13,-3.09
2025-12-14,-7.09
2025-12-15,-7.08
2025-12-16,-6.59
2025-12-17,-1.11
2025-12-18,-9.2
2025-12-19,-3.54
2025-12-20,-2.05
2025-12-21,1.09
2025-12-22,3.26
2025-12-23,6.4
2025-12-24,1.14
2025-12-25,1.12
2025-12-26,4.1
2025-12-27,7.1
2025-12-28,6.19
2025-12-29,-3.22
2025-12-30,-10.5
2025-12-31,-6.52
