date,daily_avg_temp
2025-01-01,-2.54
2025-01-02,-4.76
2025-01-03,-4.14
2025-01-04,-1.56
2025-01-05,-7.01
2025-01-06,-8.17
2025-01-07,-15.31
2025-01-08,-14.3
2025-01-09,-10.62
2025-01-10,-6.19
2025-01-11,-5.89
2025-01-12,-1.46
2025-01-13,3.14
2025-01-14,4.26
2025-01-15,2.99
2025-01-16,-5.88
2025-01-17,-3.0
2025-01-18,-5.59
2025-01-19,-3.89
2025-01-20,3.04
2025-01-21,5.06
2025-01-22,6.06
2025-01-23,7.64
2025-01-24,8.3
2025-01-25,9.59
2025-01-26,3.98
2025-01-27,2.82
2025-01-28,-5.89
2025-01-29,-6.14
2025-01-30,0.79
2025-01-31,7.69
2025-02-01,1.94
2025-02-02,-5.78
2025-02-03,-1.44
2025-02-04,-2.01
2025-02-05,4.69
2025-02-06,7.59
2025-02-07,1.26
2025-02-08,-2.68
2025-02-09,1.4
2025-02-10,4.86
2025-02-11,6.14
2025-02-12,7.52
2025-02-13,10.07
2025-02-14,9.8
2025-02-15,-2.15
2025-02-16,-6.02
2025-02-17,-8.32
2025-02-18,-3.78
2025-02-19,6.3
2025-02-20,9.98
2025-02-21,13.29
2025-02-22,5.22
2025-02-23,0.69
2025-02-24,4.53
2025-02-25,5.38
2025-02-26,9.95
2025-02-27,10.01
2025-02-28,9.19
2025-03-01,2.92
2025-03-02,2.71
2025-03-03,6.48
2025-03-04,8.22
2025-03-05,10.05
2025-03-06,5.91
2025-03-07,6.99
2025-03-08,7.86
2025-03-09,7.39
2025-03-10,10.25
2025-03-11,12.35
2025-03-12,10.25
2025-03-13,9.48
2025-03-14,9.72
2025-03-15,11.96
2025-03-16,7.96
2025-03-17,10.34
2025-03-18,14.3
2025-03-19,16.21
2025-03-20,8.08
2025-03-21,5.58
2025-03-22,7.12
2025-03-23,10.93
2025-03-24,4.82
2025-03-25,11.32
2025-03-26,15.5
2025-03-27,12.11
2025-03-28,9.06
2025-03-29,10.08
2025-03-30,12.52
2025-03-31,17.42
2025-04-01,18.79
2025-04-02,20.24
2025-04-03,13.3
2025-04-04,12.26
2025-04-05,13.89
2025-04-06,14.45
2025-04-07,15.16
2025-04-08,14.24
2025-04-09,14.25
2025-04-10,13.95
2025-04-11,17.91
2025-04-12,13.31
2025-04-13,9.51
2025-04-14,9.56
2025-04-15,13.81
2025-04-16,10.51
2025-04-17,10.36
2025-04-18,10.75
2025-04-19,13.66
2025-04-20,16.92
2025-04-21,21.72
2025-04-22,22.31
2025-04-23,19.79
2025-04-24,18.61
2025-04-25,19.38
2025-04-26,17.1
2025-04-27,15.66
2025-04-28,15.47
2025-04-29,14.31
2025-04-30,11.96
2025-05-01,10.79
2025-05-02,13.54
2025-05-03,16.04
2025-05-04,14.81
2025-05-05,14.27
2025-05-06,19.16
2025-05-07,13.34
2025-05-08,15.54
2025-05-09,16.91
2025-05-10,13.71
2025-05-11,21.76
2025-05-12,23.64
2025-05-13,24.59
2025-05-14,25.62
2025-05-15,22.46
2025-05-16,16.95
2025-05-17,7.65
2025-05-18,19.18
2025-05-19,22.95
2025-05-20,18.93
2025-05-21,16.74
2025-05-22,20.01
