date,daily_avg_temp
2025-01-01,-2.36
2025-01-02,-1.11
2025-01-03,-6.79
2025-01-04,-0.07
2025-01-05,1.15
2025-01-06,2.99
2025-01-07,4.89
2025-01-08,0.4
2025-01-09,-2.14
2025-01-10,-1.01
2025-01-11,-0.7
2025-01-12,-2.1
2025-01-13,-4.05
2025-01-14,-3.6
2025-01-15,-3.29
2025-01-16,-2.7
2025-01-17,-1.24
2025-01-18,0.5
2025-01-19,0.3
2025-01-20,-1.05
2025-01-21,-0.12
2025-01-22,1.42
2025-01-23,3.24
2025-01-24,2.66
2025-01-25,3.08
2025-01-26,6.18
2025-01-27,5.03
2025-01-28,5.09
2025-01-29,4.51
2025-01-30,4.21
2025-01-31,1.95
2025-02-01,0.96
2025-02-02,1.29
2025-02-03,-2.12
2025-02-04,-3.58
2025-02-05,-8.89
2025-02-06,-5.19
2025-02-07,-1.08
2025-02-08,-1.44
2025-02-09,0.32
2025-02-10,2.62
2025-02-11,7.18
2025-02-12,5.84
2025-02-13,4.99
2025-02-14,6.92
2025-02-15,7.18
2025-02-16,-3.95
2025-02-17,-7.24
2025-02-18,-3.36
2025-02-19,0.69
2025-02-20,3.96
2025-02-21,6.25
2025-02-22,-10.91
2025-02-23,2.56
2025-02-24,6.74
2025-02-25,4.52
2025-02-26,5.09
2025-02-27,5.14
2025-02-28,3.34
2025-02-29,5.89
2025-03-01,4.0
2025-03-02,2.55
2025-03-03,4.64
2025-03-04,-0.01
2025-03-05,0.71
2025-03-06,3.51
2025-03-07,5.75
2025-03-08,8.51
2025-03-09,10.75
2025-03-10,3.71
2025-03-11,2.76
2025-03-12,6.76
2025-03-13,2.29
2025-03-14,4.24
2025-03-15,2.3
2025-03-16,4.16
2025-03-17,5.08
2025-03-18,11.15
2025-03-19,5.68
2025-03-20,9.11
2025-03-21,11.2
2025-03-22,9.64
2025-03-23,9.69
2025-03-24,10.35
2025-03-25,11.76
2025-03-26,14.58
2025-03-27,9.38
2025-03-28,5.82
2025-03-29,7.98
2025-03-30,9.0
2025-03-31,12.59
