date,daily_avg_temp
2025-01-01,-1.1
2025-01-02,-3.99
2025-01-03,-2.05
2025-01-04,-0.41
2025-01-05,0.05
2025-01-06,3.06
2025-01-07,1.4
2025-01-08,4.1
2025-01-09,-4.95
2025-01-10,2.81
2025-01-11,4.12
2025-01-12,8.41
2025-01-13,8.32
2025-01-14,5.01
2025-01-15,-2.08
2025-01-16,-3.99
2025-01-17,-1.49
2025-01-18,-0.94
2025-01-19,2.29
2025-01-20,-4.88
2025-01-21,-1.23
2025-01-22,1.0
2025-01-23,-3.96
2025-01-24,-14.3
2025-01-25,-7.66
2025-01-26,-4.79
2025-01-27,-6.88
2025-01-28,-3.69
2025-01-29,0.27
2025-01-30,0.81
2025-01-31,4.18
2025-02-01,-0.06
2025-02-02,-1.54
2025-02-03,-0.56
2025-02-04,1.39
2025-02-05,3.08
2025-02-06,3.94
2025-02-07,3.8
2025-02-08,2.61
2025-02-09,6.15
2025-02-10,3.26
2025-02-11,3.55
2025-02-12,5.46
2025-02-13,4.31
2025-02-14,2.33
2025-02-15,4.45
2025-02-16,2.22
2025-02-17,5.49
2025-02-18,6.1
2025-02-19,3.04
2025-02-20,-0.69
2025-02-21,0.01
2025-02-22,2.42
2025-02-23,4.3
2025-02-24,2.95
2025-02-25,1.41
2025-02-26,3.54
2025-02-27,5.04
2025-02-28,6.45
2025-03-01,4.98
2025-03-02,2.56
2025-03-03,6.89
2025-03-04,7.62
2025-03-05,8.66
2025-03-06,10.68
2025-03-07,12.0
2025-03-08,14.05
2025-03-09,8.44
2025-03-10,15.08
2025-03-11,14.78
2025-03-12,3.58
2025-03-13,4.85
2025-03-14,10.82
2025-03-15,7.55
2025-03-16,5.46
2025-03-17,8.41
2025-03-18,7.85
2025-03-19,7.8
2025-03-20,10.42
2025-03-21,14.2
2025-03-22,17.92
2025-03-23,14.86
2025-03-24,12.18
2025-03-25,11.99
2025-03-26,8.22
2025-03-27,8.11
2025-03-28,10.04
2025-03-29,12.69
2025-03-30,14.1
2025-03-31,15.23
2025-04-01,18.4
2025-04-02,18.82
2025-04-03,19.95
2025-04-04,16.06
2025-04-05,10.59
2025-04-06,8.16
2025-04-07,8.95
2025-04-08,9.99
2025-04-09,11.89
2025-04-10,15.26
2025-04-11,11.45
2025-04-12,10.78
2025-04-13,6.71
2025-04-14,16.73
2025-04-15,11.21
2025-04-16,11.42
2025-04-17,15.24
2025-04-18,14.14
2025-04-19,19.49
2025-04-20,14.89
2025-04-21,17.45
2025-04-22,17.41
2025-04-23,17.26
2025-04-24,15.08
2025-04-25,11.08
2025-04-26,9.85
2025-04-27,14.32
2025-04-28,16.95
2025-04-29,11.42
2025-04-30,13.37
2025-05-01,15.54
2025-05-02,18.9
2025-05-03,20.49
2025-05-04,21.67
2025-05-05,17.02
2025-05-06,13.41
2025-05-07,14.79
2025-05-08,16.53
2025-05-09,17.21
2025-05-10,19.26
2025-05-11,19.88
2025-05-12,18.57
2025-05-13,18.55
2025-05-14,18.84
2025-05-15,22.18
2025-05-16,24.09
2025-05-17,22.93
2025-05-18,21.26
2025-05-19,23.12
2025-05-20,19.67
2025-05-21,17.62
2025-05-22,20.41
2025-05-23,20.8
2025-05-24,20.89
2025-05-25,21.3
2025-05-26,22.4
2025-05-27,18.99
2025-05-28,19.35
2025-05-29,23.74
2025-05-30,24.08
2025-05-31,23.12
2025-06-01,22.45
2025-06-02,20.23
2025-06-03,21.99
2025-06-04,22.36
2025-06-05,21.14
2025-06-06,20.99
2025-06-07,21.11
2025-06-08,20.75
2025-06-09,24.31
2025-06-10,21.8
2025-06-11,22.75
2025-06-12,23.04
2025-06-13,22.15
2025-06-14,21.84
2025-06-15,22.8
2025-06-16,24.35
2025-06-17,25.06
2025-06-18,26.91
2025-06-19,28.32
2025-06-20,22.89
2025-06-21,21.05
2025-06-22,23.06
2025-06-23,25.75
2025-06-24,26.82
2025-06-25,28.25
2025-06-26,23.54
2025-06-27,26.14
2025-06-28,26.26
2025-06-29,23.56
2025-06-30,26.31
2025-07-01,27.69
2025-07-02,26.89
2025-07-03,29.17
2025-07-04,24.94
2025-07-05,24.78
2025-07-06,27.84
2025-07-07,26.31
2025-07-08,26.19
2025-07-09,24.52
2025-07-10,27.01
2025-07-11,22.92
2025-07-12,27.07
2025-07-13,24.85
2025-07-14,24.37
2025-07-15,24.31
2025-07-16,24.74
2025-07-17,25.74
2025-07-18,25.34
2025-07-19,27.69
2025-07-20,28.55
2025-07-21,30.4
2025-07-22,26.65
2025-07-23,25.12
2025-07-24,27.36
2025-07-25,27.8
2025-07-26,28.34
2025-07-27,29.49
2025-07-28,30.4
2025-07-29,30.01
2025-07-30,28.54
2025-07-31,29.2
2025-08-01,30.65
2025-08-02,29.79
2025-08-03,30.12
2025-08-04,30.65
2025-08-05,30.57
2025-08-06,30.28
2025-08-07,30.85
2025-08-08,30.96
2025-08-09,27.81
2025-08-10,22.06
2025-08-11,24.15
2025-08-12,23.75
2025-08-13,28.37
2025-08-14,29.11
2025-08-15,28.74
2025-08-16,27.85
2025-08-17,28.94
2025-08-18,29.64
2025-08-19,29.04
2025-08-20,28.89
2025-08-21,29.51
2025-08-22,27.16
2025-08-23,23.69
2025-08-24,26.2
2025-08-25,26.61
2025-08-26,26.84
2025-08-27,26.11
2025-08-28,24.24
2025-08-29,23.45
2025-08-30,22.77
2025-08-31,24.6
2025-09-01,25.24
2025-09-02,26.87
2025-09-03,26.36
2025-09-04,27.8
2025-09-05,28.6
2025-09-06,27.94
2025-09-07,26.9
2025-09-08,26.16
2025-09-09,26.8
2025-09-10,26.29
2025-09-11,25.96
2025-09-12,26.63
2025-09-13,21.36
2025-09-14,24.3
2025-09-15,22.99
2025-09-16,24.13
2025-09-17,25.15
2025-09-18,24.99
2025-09-19,24.93
2025-09-20,20.08
2025-09-21,20.3
2025-09-22,21.81
2025-09-23,22.51
2025-09-24,21.98
2025-09-25,21.69
2025-09-26,20.34
2025-09-27,21.69
2025-09-28,22.1
2025-09-29,21.74
2025-09-30,18.89
2025-10-01,18.84
2025-10-02,19.58
2025-10-03,18.36
2025-10-04,17.2
2025-10-05,14.92
2025-10-06,17.26
2025-10-07,18.45
2025-10-08,17.81
2025-10-09,16.74
2025-10-10,18.41
2025-10-11,18.61
2025-10-12,19.56
2025-10-13,18.25
2025-10-14,15.05
2025-10-15,17.5
2025-10-16,14.55
2025-10-17,15.45
2025-10-18,17.72
2025-10-19,16.22
2025-10-20,11.49
2025-10-21,11.46
2025-10-22,14.62
2025-10-23,16.45
2025-10-24,15.81
2025-10-25,17.72
2025-10-26,17.44
2025-10-27,15.24
2025-10-28,15.53
2025-10-29,15.93
2025-10-30,16.4
2025-10-31,17.84
2025-11-01,19.45
2025-11-02,20.36
2025-11-03,18.62
2025-11-04,18.07
2025-11-05,18.89
2025-11-06,10.24
2025-11-07,6.86
2025-11-08,10.72
2025-11-09,11.15
2025-11-10,2.94
2025-11-11,2.64
2025-11-12,2.12
2025-11-13,3.64
2025-11-14,6.78
2025-11-15,9.26
2025-11-16,6.12
2025-11-17,1.01
2025-11-18,3.08
2025-11-19,7.9
2025-11-20,7.09
2025-11-21,9.0
2025-11-22,12.36
2025-11-23,6.42
2025-11-24,-1.39
2025-11-25,1.09
2025-11-26,6.14
2025-11-27,5.99
2025-11-28,1.08
2025-11-29,-1.4
2025-11-30,-2.88
2025-12-01,-0.61
2025-12-02,3.45
2025-12-03,1.98
2025-12-04,5.85
2025-12-05,7.74
2025-12-06,6.62
2025-12-07,9.04
2025-12-08,13.85
2025-12-09,12.35
2025-12-10,12.0
2025-12-11,7.34
2025-12-12,6.08
2025-12-13,9.3
2025-12-14,7.09
2025-12-15,3.8
2025-12-16,-6.48
2025-12-17,-8.36
2025-12-18,-5.41
2025-12-19,-2.8
2025-12-20,-8.85
2025-12-21,-10.94
2025-12-22,-9.7
2025-12-23,-3.62
2025-12-24,-0.55
2025-12-25,0.21
2025-12-26,2.59
2025-12-27,2.43
2025-12-28,2.68
2025-12-29,2.62
2025-12-30,1.96
2025-12-31,2.56
