date,daily_avg_temp
2025-01-01,-1.4
2025-01-02,-4.21
2025-01-03,-2.25
2025-01-04,-0.36
2025-01-05,0.08
2025-01-06,2.8
2025-01-07,1.34
2025-01-08,3.7
2025-01-09,-5.18
2025-01-10,2.6
2025-01-11,3.74
2025-01-12,7.3
2025-01-13,7.54
2025-01-14,4.79
2025-01-15,-2.33
2025-01-16,-4.25
2025-01-17,-1.64
2025-01-18,-1.1
2025-01-19,2.41
2025-01-20,-5.1
2025-01-21,-1.44
2025-01-22,0.91
2025-01-23,-4.42
2025-01-24,-14.86
2025-01-25,-8.14
2025-01-26,-5.01
2025-01-27,-7.05
2025-01-28,-3.55
2025-01-29,0.11
2025-01-30,0.46
2025-01-31,4.1
2025-02-01,-0.35
2025-02-02,-1.7
2025-02-03,-0.9
2025-02-04,1.52
2025-02-05,3.09
2025-02-06,3.32
2025-02-07,3.52
2025-02-08,2.51
2025-02-09,5.88
2025-02-10,3.24
2025-02-11,3.28
2025-02-12,5.46
2025-02-13,4.24
2025-02-14,2.21
2025-02-15,4.44
2025-02-16,2.49
2025-02-17,5.4
2025-02-18,5.88
2025-02-19,2.82
2025-02-20,-1.02
2025-02-21,-0.15
2025-02-22,2.16
2025-02-23,4.32
2025-02-24,2.55
2025-02-25,1.19
2025-02-26,3.38
2025-02-27,5.31
2025-02-28,6.56
2025-03-01,4.91
2025-03-02,2.71
2025-03-03,7.12
2025-03-04,7.36
2025-03-05,8.11
2025-03-06,10.78
2025-03-07,11.73
2025-03-08,13.8
2025-03-09,8.72
2025-03-10,14.8
2025-03-11,14.9
2025-03-12,3.56
2025-03-13,5.14
2025-03-14,11.09
2025-03-15,7.69
2025-03-16,5.41
2025-03-17,8.51
2025-03-18,8.41
2025-03-19,7.8
2025-03-20,10.14
2025-03-21,13.59
2025-03-22,17.86
2025-03-23,14.83
2025-03-24,12.08
2025-03-25,12.04
2025-03-26,8.18
2025-03-27,8.35
2025-03-28,10.32
2025-03-29,12.9
2025-03-30,14.04
2025-03-31,15.26
2025-04-01,18.54
2025-04-02,18.41
2025-04-03,19.56
2025-04-04,16.22
2025-04-05,11.11
2025-04-06,8.57
2025-04-07,9.56
2025-04-08,10.22
2025-04-09,12.39
2025-04-10,15.97
2025-04-11,11.95
2025-04-12,11.22
2025-04-13,6.65
2025-04-14,16.79
2025-04-15,11.57
2025-04-16,11.7
2025-04-17,15.66
2025-04-18,13.93
2025-04-19,19.69
2025-04-20,15.29
2025-04-21,17.68
2025-04-22,16.9
